,TCF4,GATA4,CTCF,PRDM1,SMAD4,GATA6,FOXA1,NANOG,HNF4A,SOX17,FOXA2,POU5F1,SP1,SOX2,STAT3,KLF5,HNF1B,SRF,OTX2,THAP11,SMAD2,EOMES
PROM1,0.09182720260211479,0.01463504416396917,5.30993221241103e-06,0.4913742193468381,0.012705623246888453,0.006407623110193915,0.012795935621698597,2.032035225658177e-05,0.3161831961574576,0.00010757983481112945,0.08508333895108823,7.773351335228341e-05,0.12091374994781458,0.026243325943887206,0.0009505188729995592,0.8910192228561231,0.8555634792881486,0.03638930091048963,2.2597364497973692e-10,0.00013739206873618858,0.12020412797992712,0.01770703616335892
ANO1,0.6489195509842225,0.6702633446502325,0.20028735730262098,0.45761045641476683,0.06873560770253657,0.8507498802102191,-1.0,0.0181966875107371,0.017392184615503743,0.21494100667184873,-1.0,0.6374576676391595,0.29010237041147136,0.17571339106638345,0.9248902292841319,0.765640365979736,0.6647726057339756,0.20426065964667436,0.15072706274315462,0.9553379406658598,0.7476251640713991,0.20857644413306134
KRT19,0.0029354538330986163,0.176165489554678,0.8779843963346304,0.09711680146175312,0.04947028069078243,-1.0,0.5469639381115465,-1.0,0.7359958830847252,-1.0,-1.0,0.44264092723777604,0.28318367320642457,0.37018172224812707,0.1970316793405391,0.04146095320638536,-1.0,0.0016767185601178317,0.1224223419509428,0.3555371919836655,0.0002962852776428969,-1.0
TM4SF18,0.9612581472244819,-1.0,0.6207312699267391,0.16180327607956438,0.31115578776541464,0.5717184201247004,0.2332571605602357,-1.0,0.21103041858253352,0.35691752135412746,0.885766635869123,-1.0,0.16550671970900016,0.4913757552009258,0.03706818393201416,0.1835818199023249,0.9203636473567604,0.9527660733665644,0.011360739930431005,0.8227449814007053,0.18593274512290542,0.024026234158936947
PLEKHF1,0.16554788888662458,0.06413378477181675,6.0472430957156544e-05,0.8757002963825964,0.1558139513061214,-1.0,0.26483201761405517,0.006333883633777047,0.4012194919019665,-1.0,0.04841414233681005,0.0004354396697902254,0.2045011109066137,0.15841915855283642,-1.0,0.9572942214323643,0.09945521537912322,0.0017022174369299907,0.005690890411125434,0.537028449512388,0.00020937066937607696,0.5499680425435582
KCNH6,0.5771250770702465,0.08856179014085357,0.02682515004270159,0.2391555469483269,0.9831715985871567,0.8326437516432952,0.03804088411977913,0.1283281945315425,0.24777464374385286,0.47101083390522847,0.7296964715732592,0.37300396192867635,0.8539792358344285,0.591843832054625,0.5711366333108229,0.2190472920411434,0.05164703767570675,0.9128925668813915,0.8074077506961209,0.7831813905237898,0.27763064513297564,0.09490614406309164
QPCT,0.62963468638992,0.0024619749385849533,0.0002815455460930649,0.07825227095997253,0.08132989598746766,-1.0,0.2515142465083653,0.13242216155580172,0.4676845567773792,0.13974561037595376,0.027666685070998107,0.29519066329736854,0.1981072971810785,0.9588251573205306,0.1385303657324218,0.2167147048571101,9.103276513219296e-06,0.057938294825753474,0.01395451393699813,0.1020071037326068,0.3913470723079523,0.15387787030307434
TMEM130,0.12471504611523007,0.2960112463209982,0.002041176482922647,0.004792693001883748,0.47073891854842265,0.5319304541657687,0.8340764170598832,0.17128148849046568,0.5281801363965384,-1.0,0.3391988577564755,0.8750157650765639,0.18961849025641667,-1.0,0.6088203111875781,0.9264579237248866,5.103636432795527e-05,0.526399115522233,0.14544866920874971,0.1026212320591379,0.332887673059707,0.8819656515922751
CCDC184,0.755683228630704,0.4997555769386477,0.1496168621422417,0.4899846474029932,0.5850386656561006,-1.0,0.2866064609170252,0.8084183350876688,0.6510769265446104,0.8849835253094903,0.8037511145272602,0.272510481311446,0.6451165595016555,0.32521789368982124,0.814892072837759,0.48837165757003675,0.20010739354528678,0.8639360887253806,0.2771034409733428,0.4771800754815899,0.8532004239498057,0.18150341244848478
DPPA2,-1.0,0.01196324190266255,0.16475237425076894,0.10158993180319088,0.546549613304588,-1.0,0.21754017521950456,0.7161046789997774,0.015557275535194431,-1.0,0.03445701975853557,0.4564833644176338,0.11963570808955362,0.004279303652518359,0.8437715082227863,0.9053157370585041,0.3239669981576744,1.0611624557684467e-07,-1.0,0.0028062534787260274,0.0008457911159209403,-1.0
NRXN2,0.9833682403456416,0.1329379681166242,0.037146594621131464,0.0007431731048951812,0.04112264590385836,0.35003278307921415,0.685630267967458,0.022113509010918547,0.8212593848562463,-1.0,0.11647490805730022,0.5536254409168162,0.26377470549431764,0.5641574463431233,0.572987778498717,0.46514426242913554,0.0009633256972598856,0.016879095650991417,0.014194394251344443,0.15911012396256705,0.2447099139820955,-1.0
LRP11,0.4684614707645093,0.0001218466856065641,2.2640368895018816e-06,0.00018862387556525565,0.6902977614320776,0.22339569705146706,0.5720263820257758,0.879781383318254,0.22298917631805595,0.3485946854945503,0.00019218784197722096,0.016446455783608212,0.536535841621457,0.8235891921736831,0.9113713969374347,0.03660063952772707,0.007719601209217692,0.0005503625729476591,0.47514215383724756,0.5089912990535459,0.00409540286053986,-1.0
MAPK10,0.00013653650834850932,-1.0,0.009611354512642998,0.004936878590005991,0.2241327047761796,0.13260116849707956,0.17301529148705308,1.2027038703007469e-06,0.006973253605932574,0.2659864327746865,0.00017716245993206826,0.8002514326012212,0.703050985025529,0.5468066302719421,0.07574864856487669,0.006806306659100947,0.00936417397635354,2.700369178906275e-05,0.5623708693960022,0.05718271375351918,0.004206708515022665,1.0077049939093023e-06
CLDN4,0.014177993874948764,0.3933347259589104,0.3937760083365133,0.8409095739191159,0.14856221360282404,0.3376125522236578,0.09084697104542233,0.09276976388636705,0.40441726633107367,0.06336260070092463,0.6227084451186249,0.11008796134359412,0.08057051672156788,0.4880775716261029,0.09620916605190609,0.0978109913388161,0.0004452834923329936,-1.0,0.10306907511189904,0.04196338780582433,0.529649330887565,0.5001780830465445
PELI2,0.0004112650487067811,8.63000164025994e-05,4.1288260378439656e-09,0.002959959422013481,0.05350250560380734,0.14784926188373199,0.04985029402352365,0.003991763741035485,0.714906630100411,0.021393483699358697,0.0028895938053713687,0.006617317442791309,0.01669126946255884,0.1683989099997598,0.7872141389794596,0.36879238979032536,0.014405470468085785,2.1992388640590984e-05,0.16780352970364026,0.2694241991757334,0.8395373729245353,-1.0
TLCD4,0.004532396502076162,-1.0,0.009246120235214908,0.11654269917345475,0.029979589525193306,-1.0,0.002791865869746471,0.6507785888740856,0.04401241238159118,0.03931559265031523,0.4174719091731216,0.0008338656295627732,0.5953412678804664,0.9976936008396252,0.00046431762310467626,0.006358455293799927,0.003209635953449778,0.9881801448240712,0.06577899554635305,0.005128416408672123,0.04042180147862404,0.07543776200573266
IMPG2,0.6577327496749215,0.7982466606335363,0.6911891381152566,0.9508530997498716,0.6139318788281097,0.6763590131376671,0.45323535033669615,0.4838562313169116,0.588863220026806,0.8293932097622925,0.32272337240026583,0.9358148858808444,0.747047586901184,0.3702553757474585,0.8309080428645218,0.782431575035055,0.5115154201848287,0.8391436499766664,0.9353891658046256,0.5477329039426531,0.8828758515227861,0.4347814474322925
TNFRSF13B,0.45355129073977374,0.001476200833175467,0.07193984071295312,0.9054541531794957,0.9049610281854359,0.0636140524290596,0.670078082691457,0.864235533195486,0.7783219436251143,0.1168880007764881,0.5821509023548326,0.7073760073557622,0.0872945021891599,0.645874207886217,0.9239026787111317,0.11185724680314639,0.8471299821015585,0.994868744948149,0.11289849297796124,0.25346291383257163,0.4472912783083731,0.16050461113128386
OLFM3,0.4760814805715531,0.045019657867312185,0.7348477272794522,0.3381661651096879,0.954615698517995,0.1335261404915723,0.06619408650994879,0.5763920645900144,0.18418651019745017,0.7677246807461983,0.23770729842973798,0.051053806145144154,0.9615542451304497,0.5425526756113974,0.2642398672903811,0.02050433505569638,0.8913724698630594,0.14217911022304774,0.3455209283149223,0.6922430966518531,0.77733849459156,0.35735046896956923
CPNE7,0.906532294458281,0.6660522525321251,0.06339031695618746,0.6120029547386772,0.9756868081377689,0.6665838689570092,0.23486287585473067,0.6210726526741882,0.8849093549238678,0.642209546132946,0.21456267596059334,0.20377483842837849,0.5502488241196528,0.7385871086695013,0.570868562215356,0.37719831975457097,0.020924296957367184,0.45467493157124017,0.6271729266690058,0.8713442759879176,0.8776396484277833,-1.0
PLA2G12B,0.03381840179064837,0.2777016562444168,0.04594187904696531,0.016063356513074237,0.9135335992867262,0.1562640109857397,0.06289480736948672,0.041830138242627296,0.1697731591828831,0.3721837857060529,-1.0,0.018744910302152168,0.09167492400573375,0.12746129784826107,0.030064519241405494,0.44851546091427374,0.7209737714627691,0.004209465546302313,0.7009697381804125,0.2586452534478271,0.09077387730292723,0.01626526968818401
CAPN11,0.6853110441866159,0.2785652277345034,0.20305012839561318,0.26959699239515345,0.6736162675413186,0.918969042235174,0.6464818165893935,0.4346352499842726,0.8725863158053844,0.7148831515900362,0.8081729411282321,0.4540514508695136,0.7787290343313105,-1.0,0.32868780406524967,0.6081156448096257,0.6576228353933675,-1.0,0.5436148633991489,0.4646320016815493,0.2595862105986092,0.4560260046499559
NELL1,0.0009304711062518658,0.1455782931345333,9.29049235393213e-05,-1.0,0.0806568744872392,0.014662245069749995,0.056152415073693396,0.6956962783472868,0.3047011515222549,0.557752443199975,0.06396850970569863,0.00016951226321863048,0.0025141160685140307,0.20096734928687962,0.015493971446165674,0.9610022901547799,0.006766618044842378,0.1929885201144249,0.03928617856812335,0.0012686561222712616,0.25325691200796774,0.00011517017558858982
KLRG1,0.06279968767451144,-1.0,0.6750565478737338,0.0036391415376933857,0.18014600963759714,0.003256737231217652,-1.0,0.03924275516791551,0.0769715566041242,-1.0,0.017378703919730048,0.18626937522308976,0.016316673852333236,0.08150169445000174,0.14420512750187567,0.16929360315437178,0.324534193500299,0.0032911996196975596,0.12406966746422037,0.21429775709897178,0.2762135372181675,0.32919271119805826
FAM124B,-1.0,0.2227796340744647,7.271991303211105e-05,0.014037100508195169,0.3897473090241822,-1.0,0.6381927818179141,5.3984417111783554e-11,0.5332833198492437,0.42408379963267284,0.0065723571699451856,0.6321864594532944,0.28442150065988225,0.6168379318598498,0.13685962201490776,0.007517792845479731,1.653958484522189e-05,0.13393751601192155,0.10962483738612543,0.006308923750366336,0.40181005625398614,0.014702429038527065
METTL7A,0.18892176210363723,0.0057762102445345345,0.8974399213427291,0.3850324109141763,0.9495546057319921,-1.0,0.9760896619394717,0.00817873045671487,0.4609050704975278,0.6929695236496143,0.02342319855169562,0.49158289548160483,0.3412616855967464,0.6504531818349202,-1.0,0.3217865222635288,0.6312884239475394,0.3761886117026444,0.7667052632844218,0.39504357293846815,0.4950528791269544,-1.0
PPFIBP2,0.3713305897840745,0.14371989751774494,9.155711459985393e-05,0.005670004525452896,0.18603870961005278,0.4724151605171304,0.8564700966824913,0.22757903729247006,0.4342340276213621,0.19700445332929784,-1.0,0.0261586816269388,0.5346132894809281,0.8005381324624685,0.6495422726576152,0.5541390833638611,0.03743929849015651,0.0011579671873783812,2.441071364000529e-05,0.1563721794263766,0.34909127832308295,-1.0
ARHGDIG,0.4960215714776226,0.706273254573325,0.7022535162037362,0.26442351494443905,0.3132236248284174,0.7402552947015598,0.743256478745917,0.6352557662358655,0.6563615236827399,0.011517223001352182,0.5173975091484475,0.7909606675642222,0.27466360141687945,0.2857150999260353,0.6906421449068589,0.29223822919027354,0.7132074079314608,0.5985878022424734,0.8517768988506764,0.3964525130338361,0.7424527759004473,0.7036123537143264
IL4I1,0.29258175959552574,0.6449053342701158,0.9814011255153168,0.43315427481240876,0.06557914104018216,0.20451399323951608,0.155612907383864,0.3255910153296273,0.1911458037359332,0.09207493386193967,0.16227102901133175,0.2510205982748919,0.2533614193794006,0.3951784343423742,0.7718126775699643,0.4007509345584781,0.011780609904500482,0.7388359302279185,0.5868118993176644,0.007504631515839817,0.6292914023963994,0.09044889293904351
SYNE3,0.6580274359850051,0.22950783545675596,0.012005102163223747,0.8973579066568316,-1.0,-1.0,0.057807399258277596,0.09033509636729553,0.18072061322701038,0.0212849288740177,0.031235910790926552,0.031248307691636047,0.5525264877838696,0.885732874658829,0.18745756210930387,0.28995864172967484,0.10597153320836383,0.1385601173429077,0.11365418924327146,0.09944642602069496,0.4877418155194947,0.10707060780629232
FAM135B,0.25599856504639407,0.003213155439919577,0.7646628242245013,0.2772268355779214,0.14912507632258398,0.020203442405471197,0.13450231711537078,0.039290147151778906,0.5682322921875425,0.2690679718773819,0.3726715939463807,0.03615932800285113,0.06996289896610687,0.4767649268434634,0.12613868655872287,0.18556461534954222,0.14425302298055637,0.10503641810474337,0.1506004391673313,0.5255479142526165,0.14849441268261082,0.018698542736929783
NUAK1,0.07988210020975232,-1.0,-1.0,0.5150122139758626,0.39758245469212683,-1.0,-1.0,0.5565811718609317,0.07039907313317471,0.40594374228576646,0.25534701099486,0.007066018589693641,0.4651756406522607,0.8528474340319228,-1.0,0.0951821453249152,0.7432723402511746,0.4135195420577592,0.43594373755598803,0.5666619981770173,0.022625560795343773,0.0857942034074088
SEC14L2,0.47491936225044484,0.04018310162506241,0.004509531723632526,0.44505126360503744,0.6334283750153177,0.43334309285038597,0.0002691101485087714,0.01090283285653366,-1.0,-1.0,0.04093197048603362,0.0029085313134621354,0.08849147210380559,0.9001336486022615,0.019776959232628188,0.19058745866554944,0.012549601921096616,0.007825307713870473,0.00871233309571953,0.47445489678981645,0.21050213154113892,0.2634443527439067
RYR1,0.2571172937987186,-1.0,0.2142701331216755,0.02975084830119162,0.1606075176776257,0.07027759588987338,0.3309445562863723,0.030386102916111633,0.993531161846888,0.5522719415085415,0.1116163920959858,0.22089339867001687,0.2837189163412633,0.6027230472460894,-1.0,0.08337719597642157,0.014748051889722572,0.08313135968373195,0.000579177993389313,0.061106278383855184,0.7549204888497358,0.9958629583217528
MAP2,0.028281070412874865,0.0264697930267714,0.004297964986577947,0.8949048036601259,0.1597928958192139,0.04385148820241203,0.13792589793419935,0.23303735568546377,0.14052412780978762,0.8397659570171031,0.4811887607580567,0.11798675580762301,0.023097139332109957,-1.0,0.5545728616160143,-1.0,0.00010420488853596428,0.7934401356029177,0.0020321653466921935,0.1063497312531288,0.04842164922048719,0.2927067401747672
TMEM14B,0.17584893402743593,-1.0,0.0008783258848248095,0.5888277267860487,0.022377832990553778,4.344760956433158e-05,0.5414921040909494,4.524055441986166e-05,-1.0,-1.0,0.0011548317899397593,0.014045717923844061,0.41511918850392704,0.9265900167562731,0.5638429035743453,0.016720073524633856,0.00819130142195128,0.0001331254294720028,0.11944063818427621,0.04930568364895815,0.7598449808410306,0.29354660518082293
LRFN2,0.6638642797478083,0.1901923237899194,0.018739108693981106,0.04084762919296282,0.02647607280976349,-1.0,0.003342533544610737,0.7791490229811243,0.04916246935786963,-1.0,-1.0,0.0017398107061256172,0.700791555575639,0.10634255831919051,0.004871046356418759,0.28457435776079504,0.017040879830459082,0.5012461591428206,0.1686485210931775,0.023945793448887007,0.26719313409965056,0.9960311650790339
CACNG7,0.1855601242584612,0.01744899767168656,0.0014809910944467322,0.044085927347018064,0.08718778218830099,0.887177268596707,0.004728009781651928,0.7074119751566161,-1.0,0.19897211658503897,0.06291700981088648,0.030186909641636735,0.2547164769877469,0.6186653674600491,0.16934336312183307,0.2131433103254507,5.566220871614405e-05,0.36943683472112954,0.005884411685821176,0.5651686122320465,0.22196243302612914,0.08308755092465847
NUDT4,0.0017002539202384684,0.26271963687829497,0.011045101401567557,0.01634710405986338,0.336027603216,0.13124849690468487,0.2242415605485602,0.3306447195286346,-1.0,-1.0,0.010561521210338563,0.003978562031366696,0.24045807747103165,0.34342800647204763,0.0012469419061083046,0.025685126065607727,0.00018605271763205637,0.03764558397023145,5.182723650337173e-08,0.0433147815016837,0.000415090896472007,0.38328672946056774
OR52A1,0.25731110917656824,0.6049337657192684,9.124134902060524e-05,0.6864392779265128,0.5656475723523758,0.586354284599589,0.1045067451362232,0.9607873284721181,0.27368092009443534,-1.0,0.8152161990451234,0.06868604645471324,0.4598163314069418,0.3358988012379639,0.09650794548312873,0.746092668107867,0.0021761116615338066,0.8324087285103845,0.6086347066509225,1.887702580696809e-05,0.4533791720646497,0.30122113630967146
TRIM14,0.34344808819085904,-1.0,0.003761126563934157,0.0008502161923529465,0.002059509831753346,0.03918521464105593,0.002279181632748257,0.00012121915496954302,0.07402229028871314,-1.0,-1.0,0.05819903243206742,0.01815342638167193,0.6313063723607857,0.17997469358970397,0.2922482509660717,0.019149328140376697,0.08482282647134196,0.045899338442264785,0.08377676287534587,0.12816757699434486,0.3488908522570727
NTRK3,0.8929866657074779,0.5373809077801474,0.7609686617304361,0.23099526746654234,0.7825865028462662,-1.0,0.05152085261262197,0.0074182372083979415,0.18789211329107874,-1.0,0.5751435540656284,-1.0,0.400081393428542,0.9006731573526015,0.46669575057723234,0.5053396885662973,0.002656491687036782,0.2117006770740365,0.11353451937121019,0.4119145002065202,0.1287520323026388,0.6958856134050581
MOB3B,0.7153420867368426,-1.0,0.06733792453735533,0.05325858207325686,0.6257790525325934,0.6200126072153482,-1.0,0.00023497611438770351,0.0138433042210263,-1.0,0.7343618850006794,0.020586538503853998,0.000448234754985955,-1.0,0.0026596471417894125,0.059093174327589794,0.7930842574341189,0.685645081530845,0.00821956703546729,0.07347086195053575,0.3813140240302566,0.09689298481774236
OLFM1,0.1237837153856651,0.7018627113234903,1.5470246093078775e-09,9.19313238049855e-08,0.05260834750017094,0.00018531458936305302,0.0004065041065329427,0.000635130923789667,0.9222106594542989,0.13328709978075895,1.3358704504993488e-05,2.80408180043419e-07,0.46775235072596777,0.1421630078112232,7.366258120428907e-05,2.6307869683926936e-05,3.3317730536162683e-09,2.0095147989761878e-06,4.7858581881166834e-08,1.4601179984586733e-07,0.031127723612551898,-1.0
TMEM178B,0.3868532285219207,0.10948412592483031,0.9235654014016106,0.765414232783892,0.426956634717889,0.34031148357672814,0.49692543032956293,0.7964844002981452,0.7784248925369546,0.3975487516025644,0.3446920611114275,0.11597241903795026,0.34456311802759576,0.1951417773125653,0.5130024758303466,0.213200982999723,0.0494148434652562,0.6615825321017885,0.04141271340816614,0.1810671725626119,0.8566205423637339,0.6597758694544502
SYK,0.48586615120430743,0.004809975842905696,0.26486849689765635,0.4708355796735467,0.7939805334575119,-1.0,0.5188543737870608,0.10412311820338756,0.5855642477670351,0.4993853472576778,0.13476952195986208,0.4237018461748018,0.13492052155537154,0.4149079913772429,0.7190020776553253,0.42566371433359995,0.6325218162311699,0.013489769642917404,0.07359350567584616,0.07927600136861603,0.7288431777745443,0.4876319564603947
TMEM171,0.3870621218805762,0.15961550716163353,0.8857176345161811,0.5060851879579892,0.9505507076155226,-1.0,0.9261274875930429,0.4900553369635898,0.9442010486839719,0.7503633768489806,0.6090294172752088,0.80084573303252,0.5815859347364754,0.43225966638133173,0.6520967957600856,0.8130056260119585,0.9656734193732485,0.20257881603234904,0.9459939445158128,0.22397519201999475,0.9259828814385237,0.9680004200243026
POU5F1B,0.851614155382173,0.8736944521248661,0.021474833404073086,0.703817538818181,0.4272576830207626,0.4761614410755496,0.7043561388187494,0.5124397130589224,0.9950956286013029,0.5603908630172287,0.6325881698619986,0.2752800465133023,0.7696148753376225,0.9421550092439123,0.5395669589927312,0.5963011276832564,0.4041417750648437,0.2465329028116962,0.4772469815760565,0.7965431937246699,0.3550976344569998,0.9904143839070357
HMCN2,0.13566097748831746,0.025013791931546958,0.007116850489120347,9.362318887533656e-05,4.5069589917806203e-07,0.22341553614745102,5.738880998854881e-06,0.010450172445139577,-1.0,0.012799886236102485,5.580773093328863e-05,0.00047989104826598515,0.017449401786669646,0.8175425793893885,0.0013062063557885495,2.624846933517489e-05,6.440420337175393e-09,0.015361990434920546,1.3337046558899524e-06,0.0003095087273839001,0.011044480078819047,0.33612476611304953
CAMKV,0.8896816081974874,0.35671041575008067,0.7109320253586358,0.9020195945123761,0.04569398545472109,0.927542923068996,0.39470819910094745,0.5649827971029893,0.30343217603022665,0.22272777371516536,0.3282910369375429,0.6655148494240348,0.6043223953173202,0.8789786612263377,0.8869389150819698,0.6056744828092349,0.8965388848984962,0.9849985907508843,0.2888946068297282,0.4597385515637161,0.7159304689135852,0.5535112478853188
TPO,0.5808900389743024,0.39183732587116193,0.47210198906724476,0.7971402217702523,0.4615499939249694,0.6559020412261523,-1.0,0.5937687034041518,0.6970880141378714,0.2781281605548755,0.41300927706622415,0.8102825230325814,0.4230927397737879,0.7014326863924034,0.9891112420103368,0.9898810817427439,0.6890535128678423,0.39431918790555687,0.5781573410295523,0.20064016146538677,0.4844241168763337,0.8837318354104367
AGPAT3,0.523893198263172,-1.0,0.002887046440253393,0.5510026521443905,-1.0,0.05635036624349944,0.12249079694665566,-1.0,0.25380214229305337,-1.0,-1.0,0.5107429291554182,0.6145396855511154,-1.0,0.9022497038829433,0.884578513542715,0.028079847088540187,6.998617716182433e-05,-1.0,0.6955020136817773,0.18091957746726564,0.48494012831755606
RELN,0.8847987305331937,0.00016185945258211567,0.5511940653765854,0.2505269940142334,0.11175949049464085,0.0007597292932927306,0.019444768422210802,0.27815765039256596,0.10369600339247897,0.15536125862380754,0.2482029608091132,0.06759077186386193,0.0018434533803441521,0.43103833208728803,0.046484318487859395,0.7399660194506443,0.5388169642544847,0.17515518795747992,0.4395556276568414,0.4988468028398818,0.017980408251466986,0.006671811569375586
ZDHHC14,0.8851667425314713,0.07342008226610733,0.573286472094771,0.8524781138193166,0.22067550171147743,0.08230365826083517,0.7625327473951973,0.2856846509539115,0.3675284790860295,0.11407162537472874,0.7027583209031514,0.8610374236746137,0.595376248539137,0.47218214318566576,0.36655450843156756,0.9604847536571244,0.08221273354836443,0.794515521735929,0.7746684939041445,0.9579742905896865,0.9884581736915259,-1.0
SLC35F3,0.4810950370702307,0.29593750472883307,0.04753981807941558,0.34929583701604705,0.594139558940111,0.8586896315609623,0.4641075833249527,0.5621655362718906,0.57845120627755,0.4354758500117284,-1.0,0.0669978103394108,0.49967437563416706,0.6923703320119104,0.321373940601281,0.2952529753303671,0.04826584295487146,0.14439236976050318,0.7956461400843643,0.7948459065101539,0.5140279757718931,0.24522352643911677
ZMAT4,-1.0,0.003170311402533901,0.0010962166533553413,0.02104301519363612,0.28105475658824275,-1.0,0.028473538959994667,0.0038445057623954257,0.22396707370893212,0.7830061032429849,0.006484234287478358,0.00010307875901517027,0.5131350933199668,0.8944329936507918,-1.0,0.3086262845506766,0.0004993682784657114,6.427183819767994e-06,7.188766670719035e-05,-1.0,0.06328595424113621,0.2497225082548136
GLDC,0.21366396932338988,0.6015601840603886,0.7248429163454414,0.01478676240576519,-1.0,-1.0,-1.0,7.926980539891061e-07,0.2832477314954284,-1.0,-1.0,0.2155412796035647,0.3836279179557861,0.6252955055216618,0.17552119459972115,0.6387579137312871,0.00415008945453429,0.05052880629218774,-1.0,0.2065227897386557,0.07166456521081782,0.7432597987112928
STXBP6,0.0007773873840083743,-1.0,0.00045871392799529473,0.6264870150944604,0.046105967670348164,0.07962862275739348,9.206326354528321e-06,0.0043509680012167595,0.058130112158539075,-1.0,0.08187212667980764,0.0001806709461610492,0.67629528675576,0.6120929238109394,-1.0,0.2393505031886918,5.092992576930742e-05,0.006959984109392179,0.8434388018120222,0.20531610255543353,0.4420455803730051,0.1170524231130855
PCDH18,0.10625651544214013,8.842864635923565e-05,0.0003651185358675444,0.0019963948063960475,0.011855295639614882,-1.0,-1.0,0.21497423145778333,2.2624162446882e-05,0.05602441641956148,0.000507000739225573,0.09583508963270043,0.03192556808364262,0.18600046917755955,0.606798888552073,0.03846062206407596,7.921302669669851e-07,9.560824309394684e-07,5.172468557985973e-06,0.5984922890929059,0.06485530479836442,0.09291282590908068
PIK3R5,0.0001089279527539483,-1.0,0.9098081468743832,0.005096002172339497,0.04905415349767291,0.3448824757084822,0.00041210939515627285,0.0003089519503362679,0.00040238679815821613,0.01677438328853776,0.5212365700838865,0.0033921606257023757,0.6482299348549301,0.6261133638562933,1.8529085138296276e-05,0.46771917877794034,0.0018554597344268996,0.00019911091980441998,1.030063278477843e-06,0.0012764548252202554,2.2161362774491135e-05,4.40055573897341e-05
SCIN,0.07962641780567985,0.8094737658685534,0.3142485968217527,0.043136958134294225,0.013644760094209682,0.07689406900084118,0.5355295311092299,0.004309533575063775,0.340859036870631,-1.0,0.159140842275303,0.2293287621189248,0.03674330727675587,0.09264154188504473,0.14465945582325906,0.14210762091386397,0.8339579566330811,0.008075956669617707,0.7193409172589712,0.5548694564065269,0.051817430362342695,0.17843153804679804
ATP2A3,0.6666534577713606,0.026317891025283605,0.06928519783927123,0.05911657496013449,0.7642490230692013,0.020300301206294488,0.2233241883717264,0.24845581438427342,0.5969208716845309,0.19071031161036509,0.031818610218952485,0.825460069306218,0.8007045347215798,0.24800515870078785,0.9707769177825143,0.007166163599384206,0.4263390520849012,0.03634642376263879,0.28669995648142604,0.4299972276612751,0.1403452782057756,0.008486196431557175
SLC6A3,0.627638667110259,0.9239706825039813,0.10865276359189034,0.4720235306093967,0.48332298389933415,0.22629524611552884,0.8040136992476536,0.6019010777673919,0.7391154755854401,0.5714829459858439,-1.0,0.942399727117206,0.4363643271609231,0.601422568950033,0.8609596056119201,0.9281700600550273,0.9974213954091333,-1.0,0.8476636267809228,0.06322521568934808,0.2881061938403499,0.5374060311875004
ATAD3C,0.1612400011143507,0.021877706467469643,0.0013039273791645447,0.7881081955122622,0.322201011327462,0.8834798889384377,0.025542846634244092,0.8989518920533984,0.10624362428684458,0.5838176664196641,0.23979693734131244,0.00010688331827652651,0.058477955651528656,0.006490676687942589,-1.0,0.7468224628691773,0.9390160112333985,0.184387127244864,0.03559070197730069,0.08870979370373001,0.009827400217375576,0.18936887028935054
MAT1A,0.5564019641776174,0.3027648811870845,0.4872968978352915,0.3842748857612879,0.10513145431239365,0.6221768288632843,0.399709753790222,0.04211331060301622,0.8926323266430489,0.2956044236066197,0.947230269519034,0.9214768186463344,0.7571067438477053,0.901958605642934,-1.0,0.5256338205210188,0.3248965568929101,0.5398668275200186,0.940650521695771,0.669834105802185,-1.0,0.3090259408584215
SYNPR,0.3975173713083565,0.11169049406205471,0.5018640769743841,0.1669368708090967,0.2500657916699735,0.11382035831706835,0.14819058404280852,0.3822848530910802,0.09838530662284195,0.537617090149761,0.11259276858338084,0.26684432798020813,0.023206811812729652,0.03155589828049086,0.44935868918439026,0.18654012794539757,0.5835584726197354,0.22743499097004188,0.19821277840964616,0.30070132368473435,0.042264792497952834,0.049695697843319876
MMP25,0.13675081252673962,0.3029779884574049,0.04557751076732795,0.03806072382827848,0.07903654946415888,0.49789921570643003,-1.0,0.6462765543778494,0.27163810055089666,0.42520221469801356,0.11649140809052866,0.13243630269900628,0.17140158858548712,0.698146798081579,0.3792252715249891,0.3448846131362526,0.04212579725532431,0.8940117613888159,0.018490480033553223,0.061918994866894186,0.7155679297259805,0.26500214632828545
HTR1A,-1.0,-1.0,0.0033592240285821424,0.00030845723508469454,0.3081810191938396,6.339725284724572e-07,0.1754770238743728,0.5851541263605271,0.02681483175077492,0.0011296702753647604,-1.0,0.5405470953197107,0.1681034628921859,0.983700822906498,0.5689511481627649,0.6884529966513093,0.527397587406673,2.1704290292389686e-05,1.6239742085656214e-06,0.22784759026287169,0.07264222773894977,0.015341065429049509
ACKR3,0.08254640752341595,0.1092305605292726,0.028557468995782136,0.014038108489657291,0.957315275511468,0.3330129632381712,0.007517223060696462,0.5526225940156095,0.019847187883073242,-1.0,0.5801727570934396,0.0021802513322080825,0.665568235051571,0.401780655242443,0.004431725917436179,0.34225913550197007,0.23276425705599596,0.3198546095384299,0.4330060185846435,0.32652847387163997,0.27137224256670023,0.0024152173295294735
